gene,spearman_rho,p_value,q_value,mean_CPM_across_clusters
Gm10643,0.2221,0.3332805195945379,0.5347,1.92
Tafa1,0.2221,0.3332805195945379,0.5347,5.25
Foxk1,0.2221,0.3332805195945379,0.5347,22.96
Gm15411,0.2211,0.3355436160321529,0.5373,0.56
Cyp4f17,0.2209,0.33602713644126964,0.5373,2.56
Nlrc3,0.2208,0.3361880870952679,0.5373,1.04
A630036G19Rik,0.2208,0.3361880870952679,0.5373,5.21
4930523C07Rik,0.2208,0.3361880870952679,0.5373,1.38
Nol11,0.2208,0.3361880870952679,0.5373,17.83
Mettl2,0.2208,0.3361880870952679,0.5373,9.88
Pnpt1,0.2208,0.3361880870952679,0.5373,12.3
Kat8,0.2208,0.3361880870952679,0.5373,9.11
Atp6v1g2,0.2208,0.3361880870952679,0.5373,283.87
Kash5,0.2208,0.3361880870952679,0.5373,0.64
Exosc5,0.2208,0.3361880870952679,0.5373,22.11
Alyref,0.2208,0.3361880870952679,0.5373,66.51
Chst2,0.2208,0.3361880870952679,0.5373,69.32
Ccne2,0.2208,0.3361880870952679,0.5373,5.91
Kdm3b,0.2208,0.3361880870952679,0.5373,7.45
Gm11578,0.2208,0.3361880870952679,0.5373,3.15
Bnc2,0.2208,0.3360335544126599,0.5373,7.2
Nmt2,0.2208,0.3361880870952679,0.5373,112.23
Gm37368,0.2208,0.3361880870952679,0.5373,2.35
Tmem70,0.2208,0.3361880870952679,0.5373,33.24
Septin3,0.2208,0.3361880870952679,0.5373,112.71
Dcun1d3,0.2208,0.3361880870952679,0.5373,22.23
Ldb1,0.2208,0.3361880870952679,0.5373,26.48
Prcc,0.2208,0.3361880870952679,0.5373,13.79
Tnxb,0.2208,0.3361880870952679,0.5373,2.23
Cdk2ap1rt,0.2208,0.3361880870952679,0.5373,1.87
Tjp1,0.2208,0.3361880870952679,0.5373,12.76
Dleu7,0.2198,0.33846662630580276,0.5401,2.44
5730596B20Rik,0.2198,0.33846662630580276,0.5401,0.6
Slc18a3,0.2198,0.33846662630580276,0.5401,6.84
Ntm,0.2196,0.3389497680336333,0.5401,2.52
Fam120c,0.2195,0.3391105915111325,0.5401,6.88
Rps24-ps3,0.2195,0.3391105915111325,0.5401,1.52
Nat8l,0.2195,0.3391105915111325,0.5401,174.44
Sh3gl1,0.2195,0.3391105915111325,0.5401,20.93
Dpcd,0.2195,0.3391105915111325,0.5401,117.36
Phpt1,0.2195,0.3391105915111325,0.5401,39.43
Epdr1,0.2195,0.3391105915111325,0.5401,331.65
Crat,0.2195,0.3391105915111325,0.5401,21.91
Tmem199,0.2195,0.3391105915111325,0.5401,46.87
Gm49486,0.2195,0.3391105915111325,0.5401,0.71
Gm38157,0.2195,0.3391105915111325,0.5401,17.69
Npepps,0.2195,0.3391105915111325,0.5401,156.76
Gm45074,0.2195,0.3391105915111325,0.5401,0.61
Gpr108,0.2195,0.3391105915111325,0.5401,31.82
Entpd5,0.2195,0.3391105915111325,0.5401,23.1
Cyp51,0.2195,0.3391105915111325,0.5401,93.51
Zfp618,0.2195,0.3391105915111325,0.5401,9.78
Esf1,0.2195,0.3391105915111325,0.5401,29.39
Gm42727,0.2195,0.3391105915111325,0.5401,0.74
Celsr3,0.2182,0.342048012047813,0.5436,37.65
Arhgef3,0.2182,0.342048012047813,0.5436,18.4
Fbxl9,0.2182,0.342048012047813,0.5436,2.67
Sgcd,0.2182,0.342048012047813,0.5436,4.22
Kcnn1,0.2182,0.342048012047813,0.5436,8.36
C130089K02Rik,0.2182,0.342048012047813,0.5436,4.7
2610012C04Rik,0.2182,0.342048012047813,0.5436,2.08
Mir181a-1hg,0.2182,0.342048012047813,0.5436,1.13
Grik2,0.2182,0.342048012047813,0.5436,4.78
D430040D24Rik,0.2182,0.342048012047813,0.5436,1.58
Pias4,0.2182,0.342048012047813,0.5436,22.76
Rps6kc1,0.2182,0.342048012047813,0.5436,22.77
Prx,0.2182,0.342048012047813,0.5436,4.45
Gm48369,0.2176,0.3433898749738071,0.5456,0.83
Gm44883,0.2176,0.3433616967654794,0.5456,2.7
Wdpcp,0.2169,0.3450003269824448,0.5465,3.45
Hsd17b11,0.2169,0.3450003269824448,0.5465,21.28
Cdo1,0.2169,0.3450003269824448,0.5465,7.71
Dnajc19,0.2169,0.3450003269824448,0.5465,136.67
Vipas39,0.2169,0.3450003269824448,0.5465,38.98
Pcbp1,0.2169,0.3450003269824448,0.5465,167.26
Specc1l,0.2169,0.3450003269824448,0.5465,59.17
Trmt44,0.2169,0.3450003269824448,0.5465,3.26
Rhbdl1,0.2169,0.3450003269824448,0.5465,2.77
Kif3b,0.2169,0.3450003269824448,0.5465,43.96
Ppp3cb,0.2169,0.3450003269824448,0.5465,219.27
Eif4h,0.2169,0.3450003269824448,0.5465,182.9
Tmem9,0.2169,0.3450003269824448,0.5465,70.92
Dnajc24,0.2169,0.3450003269824448,0.5465,9.36
Ikzf3,0.2164,0.3461630169878637,0.5483,0.81
1700056N10Rik,0.2163,0.34632160484040014,0.5485,0.82
Gm37035,0.2159,0.3473253275547354,0.5494,0.91
Tcea3,0.2157,0.3477237081905844,0.5494,0.72
Muc15,0.2156,0.3478486337154454,0.5494,0.44
Dnajc1,0.2156,0.34796751366229955,0.5494,11.36
Ghr,0.2156,0.34796751366229955,0.5494,22.58
Plekhm1,0.2156,0.34796751366229955,0.5494,9.64
Ireb2,0.2156,0.34796751366229955,0.5494,44.52
Tacc3,0.2156,0.34796751366229955,0.5494,4.36
Rps3a3,0.2156,0.34796751366229955,0.5494,15.95
9130002K18Rik,0.2156,0.34796751366229955,0.5494,0.95
Golim4,0.2156,0.34796751366229955,0.5494,60.24
Cab39l,0.2156,0.34796751366229955,0.5494,44.74
Gm44834,0.2156,0.34796751366229955,0.5494,0.47
Gm15513,0.2156,0.34796751366229955,0.5494,3.22
Helb,0.2156,0.34796751366229955,0.5494,2.35
Gm12371,0.2156,0.34796751366229955,0.5494,4.76
Rapgef4,0.2156,0.34796751366229955,0.5494,61.71
Mrpl39,0.2156,0.34796751366229955,0.5494,10.9
Chd4,0.2156,0.34796751366229955,0.5494,142.45
Fgf7,0.2144,0.35078934260778655,0.5517,0.84
Gm42876,0.2144,0.35078934260778655,0.5517,0.55
Adgb,0.2143,0.3509495485035526,0.5517,2.32
Lrrfip2,0.2143,0.3509495485035526,0.5517,51.29
Gm47140,0.2143,0.3509495485035526,0.5517,1.21
Klhl12,0.2143,0.3509495485035526,0.5517,35.84
Impa2,0.2143,0.3509495485035526,0.5517,10.82
4833412K13Rik,0.2143,0.3509495485035526,0.5517,2.45
Ccna2,0.2143,0.3509495485035526,0.5517,0.86
Nit2,0.2143,0.3509495485035526,0.5517,6.27
Fxyd4,0.2143,0.3509495485035526,0.5517,2.36
Pabir2,0.2143,0.3509495485035526,0.5517,58.8
Gm43376,0.2143,0.3509495485035526,0.5517,37.87
Cdc73,0.2143,0.3509495485035526,0.5517,67.2
Usf1,0.2143,0.3509495485035526,0.5517,10.93
Cdhr1,0.2143,0.3509495485035526,0.5517,30.55
Itm2b,0.2143,0.3509495485035526,0.5517,734.04
Prkci,0.2143,0.3509495485035526,0.5517,35.7
Gm10039,0.2143,0.3509495485035526,0.5517,9.13
Star,0.2143,0.3509495485035526,0.5517,0.82
Actr1b,0.2143,0.3509495485035526,0.5517,188.72
Tram1,0.2143,0.3509495485035526,0.5517,50.28
Lrsam1,0.2143,0.3509495485035526,0.5517,70.09
Ptp4a2,0.2143,0.3509495485035526,0.5517,168.21
B3gat2,0.2143,0.3509495485035526,0.5517,2.58
Lrmda,0.2143,0.3509495485035526,0.5517,0.7
Rreb1,0.2143,0.3509495485035526,0.5517,1.63
Cmtm8,0.2143,0.3509495485035526,0.5517,4.62
Rnf128,0.2143,0.3509495485035526,0.5517,6.75
Nebl,0.2143,0.3509495485035526,0.5517,53.94
Krt8,0.213,0.3539175479718019,0.5546,0.53
Mak16,0.213,0.353946406990143,0.5546,11.34
Zhx1,0.213,0.353946406990143,0.5546,42.6
Zfp772,0.213,0.353946406990143,0.5546,9.57
Hadh,0.213,0.353946406990143,0.5546,27.01
Pde12,0.213,0.353946406990143,0.5546,19.76
Mss51,0.213,0.353946406990143,0.5546,0.86
Prr18,0.213,0.353946406990143,0.5546,2.04
Pnpla8,0.213,0.353946406990143,0.5546,78.83
Trim59,0.213,0.353946406990143,0.5546,2.61
Pam16l,0.213,0.353946406990143,0.5546,3.33
Gm42979,0.213,0.353946406990143,0.5546,3.3
Ndufb11,0.213,0.353946406990143,0.5546,323.43
Tm9sf1,0.213,0.353946406990143,0.5546,3.12
Dipk1c,0.213,0.3539175479718019,0.5546,1.18
Cmip,0.213,0.353946406990143,0.5546,75.99
Ing5,0.213,0.353946406990143,0.5546,7.05
Minar2,0.213,0.353946406990143,0.5546,86.58
Rasd1,0.213,0.353946406990143,0.5546,8.48
Ice2,0.213,0.353946406990143,0.5546,4.93
Xylb,0.213,0.353946406990143,0.5546,2.27
1600020E01Rik,0.2117,0.35695806367272104,0.5582,13.13
E130307A14Rik,0.2117,0.35695806367272104,0.5582,12.45
Nomo1,0.2117,0.35695806367272104,0.5582,80.37
Gm44168,0.2117,0.35695806367272104,0.5582,1.11
Ufsp2,0.2117,0.35695806367272104,0.5582,40.06
Apba3,0.2117,0.35695806367272104,0.5582,10.29
Tstd1,0.2117,0.35695806367272104,0.5582,14.01
Snrnp35,0.2117,0.35695806367272104,0.5582,7.63
Ints12,0.2117,0.35695806367272104,0.5582,7.37
Gm32031,0.2117,0.35695806367272104,0.5582,6.03
Wdfy1,0.2117,0.35695806367272104,0.5582,24.31
Dyrk1b,0.2117,0.35695806367272104,0.5582,15.59
Krcc1,0.2117,0.35695806367272104,0.5582,43.42
Ndufa10,0.2117,0.35695806367272104,0.5582,164.13
Glis2,0.2117,0.35695806367272104,0.5582,10.23
Mafa,0.2107,0.35934529257900544,0.5611,1.24
Gm44899,0.2107,0.35934529257900544,0.5611,1.04
Gm44802,0.2107,0.35934529257900544,0.5611,0.46
AU022252,0.2104,0.35998449216768674,0.5611,32.35
Slc29a1,0.2104,0.35998449216768674,0.5611,35.9
Podxl,0.2104,0.35998449216768674,0.5611,2.2
Larp7,0.2104,0.35998449216768674,0.5611,15.03
Mtrf1l,0.2104,0.35998449216768674,0.5611,4.53
Mrpl15,0.2104,0.35998449216768674,0.5611,27.42
Trappc9,0.2104,0.35998449216768674,0.5611,54.48
Pmp22,0.2104,0.35998449216768674,0.5611,400.52
Nrn1,0.2104,0.35998449216768674,0.5611,433.81
Sobp,0.2104,0.35998449216768674,0.5611,60.86
Gm43422,0.2104,0.3599028329220745,0.5611,0.51
Numb,0.2104,0.35998449216768674,0.5611,25.74
Slc26a6,0.2104,0.35998449216768674,0.5611,3.1
Klhl20,0.2104,0.35998449216768674,0.5611,31.05
Brf1,0.2104,0.35998449216768674,0.5611,15.44
B230206I08Rik,0.2104,0.35998449216768674,0.5611,4.68
Ndufa6,0.2104,0.35998449216768674,0.5611,484.99
Thop1,0.2104,0.35998449216768674,0.5611,15.98
Tmem181b-ps,0.2104,0.35998449216768674,0.5611,3.78
Maml3,0.2104,0.35998449216768674,0.5611,12.14
P2rx6,0.2104,0.35998449216768674,0.5611,6.09
Obsl1,0.2104,0.35998449216768674,0.5611,10.85
Gm48562,0.2104,0.35998449216768674,0.5611,1.96
Nt5e,0.2098,0.361343715747016,0.5632,9.89
Rasef,0.2094,0.3623873225838543,0.5643,2.31
Mageb16,0.2092,0.36286625234676345,0.5643,0.7
Gm35065,0.2092,0.3628757206961725,0.5643,0.61
Pakap,0.2091,0.36302566515631635,0.5643,12.86
Gm38056,0.2091,0.36302566515631635,0.5643,0.66
Nudcd3,0.2091,0.36302566515631635,0.5643,95.4
Btaf1,0.2091,0.36302566515631635,0.5643,12.37
Sapcd1,0.2091,0.36302566515631635,0.5643,1.81
Nbr1,0.2091,0.36302566515631635,0.5643,57.48
Kbtbd2,0.2091,0.36302566515631635,0.5643,87.05
Med14,0.2091,0.36302566515631635,0.5643,54.7
Hhat,0.2091,0.36302566515631635,0.5643,2.35
Hmgcl,0.2091,0.36302566515631635,0.5643,9.52
Kcnh5,0.2089,0.3635190762252367,0.565,0.28
Xdh,0.2085,0.3643924707869238,0.5662,1.42
Gm37581,0.2085,0.3643924707869238,0.5662,0.44
Cdkn2a,0.2083,0.364933602562239,0.5668,0.35
Erbb2,0.2081,0.3654441131635434,0.5668,2.0
Gm37728,0.2078,0.3660815543839817,0.5668,16.68
Dact1,0.2078,0.3660815543839817,0.5668,6.8
Atp5f1b,0.2078,0.3660815543839817,0.5668,509.5
Zfp93,0.2078,0.3660815543839817,0.5668,4.64
2010109A12Rik,0.2078,0.3660815543839817,0.5668,1.18
Cops3,0.2078,0.3660815543839817,0.5668,35.24
Trim46,0.2078,0.3660815543839817,0.5668,37.22
Cd83,0.2078,0.3660815543839817,0.5668,11.44
Acyp1,0.2078,0.3660815543839817,0.5668,49.81
Gm17066,0.2078,0.3660815543839817,0.5668,3.86
Gm42514,0.2078,0.3660815543839817,0.5668,0.89
Gm14033,0.2078,0.3660815543839817,0.5668,1.47
Ier2,0.2078,0.3660815543839817,0.5668,56.82
Gdpd5,0.2078,0.3660815543839817,0.5668,39.73
Piga,0.2078,0.3660815543839817,0.5668,4.53
Tceal1,0.2078,0.3660815543839817,0.5668,67.49
Gm38192,0.2078,0.3660815543839817,0.5668,0.85
Bloc1s5,0.2078,0.3660815543839817,0.5668,30.96
Styx,0.2078,0.3660815543839817,0.5668,5.16
Snrpert,0.2078,0.3660815543839817,0.5668,4.34
Vrk2,0.2072,0.3674559386617402,0.5688,0.92
Osgin1,0.2066,0.36899318068642767,0.5697,0.9
Atf1,0.2065,0.36915213065945873,0.5697,13.67
Rnf169,0.2065,0.36915213065945873,0.5697,11.94
Agap2,0.2065,0.36915213065945873,0.5697,3.96
Mast3,0.2065,0.36915213065945873,0.5697,17.72
Nadsyn1,0.2065,0.36915213065945873,0.5697,1.96
Rps6ka3,0.2065,0.36915213065945873,0.5697,76.31
5031425E22Rik,0.2065,0.36915213065945873,0.5697,22.89
Coq4,0.2065,0.36915213065945873,0.5697,13.07
Arl6ip4,0.2065,0.36915213065945873,0.5697,86.84
Gm49703,0.2065,0.36915213065945873,0.5697,1.08
Dnhd1,0.2065,0.36915213065945873,0.5697,1.05
Cep95,0.2065,0.36915213065945873,0.5697,1.93
Cyp39a1,0.2065,0.36915213065945873,0.5697,3.53
Vps18,0.2065,0.36915213065945873,0.5697,23.88
Ddx20,0.2065,0.36915213065945873,0.5697,2.84
Ift22,0.2065,0.36915213065945873,0.5697,35.62
Necap2,0.2065,0.36915213065945873,0.5697,10.9
Anapc2,0.2065,0.36915213065945873,0.5697,55.94
Gm38351,0.2064,0.3694102950333216,0.5701,0.39
Fam186b,0.2059,0.3705340897315556,0.5718,0.58
Gpat2,0.2055,0.3716018586698655,0.5727,2.18
Zfp260,0.2052,0.3722373638543263,0.5727,41.3
Pdcd2,0.2052,0.3722373638543263,0.5727,17.43
Ifrd1,0.2052,0.3722373638543263,0.5727,45.52
Cfl2,0.2052,0.3722373638543263,0.5727,314.75
Tmem165,0.2052,0.3722373638543263,0.5727,37.6
Wdr82,0.2052,0.3722373638543263,0.5727,37.37
Rab3gap2,0.2052,0.3722373638543263,0.5727,62.91
Pus10,0.2052,0.3722373638543263,0.5727,4.58
Cdkn2aip,0.2052,0.3722373638543263,0.5727,10.31
Zdhhc22,0.2052,0.3722373638543263,0.5727,32.47
Cby1,0.2052,0.3722373638543263,0.5727,37.16
Ccdc162,0.2052,0.3722373638543263,0.5727,1.92
Gm9493,0.2052,0.3722373638543263,0.5727,2.34
Gipc2,0.2052,0.3722373638543263,0.5727,7.05
Cdc40,0.2052,0.3722373638543263,0.5727,18.56
Pdcd5-ps,0.2052,0.3722373638543263,0.5727,7.89
Yif1a,0.2052,0.3722373638543263,0.5727,37.15
Gm45120,0.2046,0.37374753748637146,0.5749,0.48
Gm43237,0.2042,0.37470275255226315,0.5758,0.97
Rpl18-ps1,0.204,0.3751787801795106,0.5758,0.62
U2af1,0.2039,0.37533722290245836,0.5758,81.15
Skic2,0.2039,0.37533722290245836,0.5758,24.15
Clp1,0.2039,0.37533722290245836,0.5758,4.81
Fam168b,0.2039,0.37533722290245836,0.5758,122.95
Nhsl2,0.2039,0.37533722290245836,0.5758,15.06
Fhip1b,0.2039,0.37533722290245836,0.5758,26.52
Traf3ip3,0.2039,0.37533722290245836,0.5758,3.6
Gzmm,0.2039,0.37533722290245836,0.5758,0.78
Bicral,0.2039,0.37533722290245836,0.5758,24.7
Kcna6,0.2039,0.37533722290245836,0.5758,145.64
Snap47,0.2039,0.37533722290245836,0.5758,157.94
Btbd3,0.2039,0.37533722290245836,0.5758,94.63
AV356131,0.2039,0.37533722290245836,0.5758,8.04
Pi4k2a,0.2039,0.37533722290245836,0.5758,93.28
Gm12294,0.2039,0.37533722290245836,0.5758,0.71
Gm42869,0.2033,0.3767343182028006,0.5778,0.63
Gm48593,0.2029,0.3778182849200599,0.5785,0.6
Pprc1,0.2026,0.37845167579960404,0.5785,9.46
Gm42939,0.2026,0.37845167579960404,0.5785,1.78
Hs2st1,0.2026,0.37845167579960404,0.5785,49.16
Gm38116,0.2026,0.37845167579960404,0.5785,29.05
Smpd4,0.2026,0.37845167579960404,0.5785,12.13
Prr22,0.2026,0.37845167579960404,0.5785,1.99
Rpl32l,0.2026,0.37845167579960404,0.5785,2.63
Gm45200,0.2026,0.37845167579960404,0.5785,2.05
Stxbp3,0.2026,0.37845167579960404,0.5785,8.45
Pja1,0.2026,0.37845167579960404,0.5785,69.1
Golph3l,0.2026,0.37845167579960404,0.5785,15.31
Bcdin3d,0.2026,0.37845167579960404,0.5785,6.75
Gm37018,0.2026,0.37845167579960404,0.5785,5.0
Nfkbib,0.2026,0.37845167579960404,0.5785,15.76
Rab43,0.2026,0.37845167579960404,0.5785,1.85
Scfd2,0.2026,0.37845167579960404,0.5785,6.36
Gm12058,0.2026,0.37845167579960404,0.5785,0.55
Vps54,0.2026,0.37845167579960404,0.5785,16.98
Pwwp3b,0.2026,0.37845167579960404,0.5785,4.88
Mpdz,0.2026,0.37845167579960404,0.5785,51.69
Ninl,0.2013,0.3815806896030637,0.5814,3.21
Spg11,0.2013,0.3815806896030637,0.5814,3.46
Adamts9,0.2013,0.3815806896030637,0.5814,3.01
Cyp2j9,0.2013,0.3815806896030637,0.5814,4.53
Pfn2,0.2013,0.3815806896030637,0.5814,730.06
A930006K02Rik,0.2013,0.3815806896030637,0.5814,4.5
Thoc3,0.2013,0.3815806896030637,0.5814,24.39
Ccar2,0.2013,0.3815806896030637,0.5814,21.83
Rgs8,0.2013,0.3815806896030637,0.5814,14.34
Trmt112,0.2013,0.3815806896030637,0.5814,250.79
C1qtnf1,0.2013,0.3815806896030637,0.5814,14.93
Lca5,0.2013,0.3815806896030637,0.5814,5.91
Atrn,0.2013,0.3815806896030637,0.5814,59.46
Slc25a32,0.2013,0.3815806896030637,0.5814,17.03
Rpgrip1,0.2013,0.3815806896030637,0.5814,17.13
Tmem39b,0.2013,0.3815806896030637,0.5814,5.55
C920021L13Rik,0.2013,0.3815806896030637,0.5814,1.79
Psmb7,0.2013,0.3815806896030637,0.5814,110.84
Tnfrsf13c,0.2011,0.3820783891127363,0.5821,0.84
Slc15a5,0.201,0.38226953464089497,0.5824,0.78
Gm42892,0.2007,0.383142949948881,0.5836,1.72
Slc10a4-ps,0.2003,0.3840931326499581,0.5841,0.99
Edn3,0.2003,0.3840931326499581,0.5841,5.11
Fam13c,0.2,0.38472423043145215,0.5841,16.87
Tox2,0.2,0.38472423043145215,0.5841,51.11
Plcd3,0.2,0.38472423043145215,0.5841,3.52
Nell2,0.2,0.38472423043145215,0.5841,6.97
Vps13d,0.2,0.38472423043145215,0.5841,57.1
Slc37a4,0.2,0.38472423043145215,0.5841,11.02
Bcl2l2,0.2,0.38472423043145215,0.5841,56.51
Bdkrb2,0.2,0.38472423043145215,0.5841,9.52
Ptpmt1,0.2,0.38472423043145215,0.5841,78.9
P2rx5,0.2,0.38472423043145215,0.5841,1.99
A930033H14Rik,0.2,0.38472423043145215,0.5841,1.16
Atp6v1d,0.2,0.38472423043145215,0.5841,126.77
1110002O04Rik,0.2,0.38472423043145215,0.5841,2.94
Lnx1,0.2,0.38472423043145215,0.5841,9.85
1700028J19Rik,0.2,0.38472423043145215,0.5841,0.69
Fuca2,0.2,0.38472423043145215,0.5841,46.09
Xpo1,0.2,0.38472423043145215,0.5841,75.52
Gm42715,0.2,0.38472423043145215,0.5841,2.47
Kcna4,0.2,0.38472423043145215,0.5841,10.19
Vps39,0.2,0.38472423043145215,0.5841,22.57
Gm28320,0.2,0.38472423043145215,0.5841,11.12
Gm48966,0.2,0.38472423043145215,0.5841,1.97
B430010I23Rik,0.2,0.38472423043145215,0.5841,3.59
Fgd4,0.2,0.38472423043145215,0.5841,22.5
Gm43166,0.1988,0.3877249690216247,0.5869,0.76
Carm1,0.1987,0.3878822634645567,0.5869,32.79
Tagln,0.1987,0.3878822634645567,0.5869,3.96
Gm12543,0.1987,0.3878822634645567,0.5869,0.5
Rab15,0.1987,0.3878822634645567,0.5869,155.6
Masp1,0.1987,0.3878822634645567,0.5869,5.86
Ccdc71,0.1987,0.3878822634645567,0.5869,21.1
Smc2,0.1987,0.3878822634645567,0.5869,7.65
Txndc12,0.1987,0.3878822634645567,0.5869,14.98
Prim1,0.1987,0.3878822634645567,0.5869,2.59
Zdhhc13,0.1987,0.3878822634645567,0.5869,12.04
Timm29,0.1987,0.3878822634645567,0.5869,42.27
Mtfp1,0.1987,0.3878822634645567,0.5869,14.81
Trim26,0.1987,0.3878822634645567,0.5869,22.29
Terf2ip,0.1987,0.3878822634645567,0.5869,33.78
Xndc1,0.1987,0.3878822634645567,0.5869,5.2
Qng1,0.1987,0.3878822634645567,0.5869,14.13
Myt1l,0.1987,0.3878822634645567,0.5869,143.33
Gm43778,0.1987,0.3878822634645567,0.5869,0.85
Rnf180,0.1987,0.3878822634645567,0.5869,5.39
Zc3h14,0.1987,0.3878822634645567,0.5869,41.18
Plekhh2,0.1987,0.3878822634645567,0.5869,0.65
Il10rb,0.1987,0.3878822634645567,0.5869,60.29
Gpc1,0.1987,0.3878822634645567,0.5869,62.3
Pfkl,0.1987,0.3878822634645567,0.5869,31.62
Tmem241,0.1987,0.3878822634645567,0.5869,6.51
Gm43623,0.198,0.38947963774067407,0.5892,0.63
Epha2,0.1977,0.3904261274994989,0.5898,0.74
Sdha,0.1974,0.39105475294328795,0.5898,225.89
Gm43229,0.1974,0.39105475294328795,0.5898,4.84
Vta1,0.1974,0.39105475294328795,0.5898,26.79
Eif5a2,0.1974,0.39105475294328795,0.5898,97.01
Gm42783,0.1974,0.39105475294328795,0.5898,0.81
Rcn2,0.1974,0.39105475294328795,0.5898,75.74
Prrt1,0.1974,0.39105475294328795,0.5898,24.39
Mafk,0.1974,0.39105475294328795,0.5898,10.9
Smim36,0.1974,0.39105475294328795,0.5898,20.82
Fam117a,0.1974,0.39105475294328795,0.5898,5.9
Scnm1,0.1974,0.39105475294328795,0.5898,28.78
Fbxo28,0.1974,0.39105475294328795,0.5898,52.82
Rab5if,0.1974,0.39105475294328795,0.5898,70.05
B130021K23Rik,0.1974,0.39105475294328795,0.5898,1.38
Dis3,0.1974,0.39105475294328795,0.5898,5.75
Hcn3,0.1974,0.39105475294328795,0.5898,49.4
Trappc3l,0.1974,0.39105475294328795,0.5898,3.29
Snhg17,0.1974,0.39105475294328795,0.5898,4.48
Stk32b,0.1971,0.3917378069217589,0.5908,1.48
Gm15823,0.1968,0.3924895897113741,0.5918,0.77
Ntn1,0.1964,0.3936143402277995,0.5924,0.59
Nmrk1,0.1961,0.39424166216971973,0.5924,11.51
Bola1,0.1961,0.39424166216971973,0.5924,37.16
Pitpnm3,0.1961,0.39424166216971973,0.5924,18.17
Gm43111,0.1961,0.39424166216971973,0.5924,2.04
Cuedc1,0.1961,0.39424166216971973,0.5924,52.88
Washc4,0.1961,0.39424166216971973,0.5924,36.39
Cryz,0.1961,0.39424166216971973,0.5924,12.81
Gm43696,0.1961,0.39424166216971973,0.5924,7.12
4921515G04Rik,0.1961,0.39424166216971973,0.5924,1.75
6230400D17Rik,0.1961,0.39424166216971973,0.5924,3.6
Tbl3,0.1961,0.39424166216971973,0.5924,8.71
Hcfc1r1,0.1961,0.39424166216971973,0.5924,432.96
Rtca,0.1961,0.39424166216971973,0.5924,48.63
Naa35,0.1961,0.39424166216971973,0.5924,42.98
Tdrd7,0.1961,0.39424166216971973,0.5924,17.27
Gm43871,0.1961,0.39424166216971973,0.5924,0.79
Atraid,0.1961,0.39424166216971973,0.5924,37.03
Stx12,0.1961,0.39424166216971973,0.5924,154.54
Pold2,0.1961,0.39424166216971973,0.5924,7.1
Phip,0.1961,0.39424166216971973,0.5924,43.53
Mmadhc,0.1961,0.39424166216971973,0.5924,35.53
Gm46620,0.1961,0.39424166216971973,0.5924,1.02
Gm9922,0.1951,0.39681698000902466,0.5953,0.82
Gpr182,0.1949,0.3972866377575651,0.5953,0.6
Snap29,0.1948,0.3974429535072251,0.5953,20.7
Rtn4rl2,0.1948,0.3974429535072251,0.5953,1.6
Gm12940,0.1948,0.3974429535072251,0.5953,6.74
Xrcc3,0.1948,0.3974429535072251,0.5953,1.54
Lysmd3,0.1948,0.3974429535072251,0.5953,11.43
Ptov1,0.1948,0.3974429535072251,0.5953,162.69
Socs3,0.1948,0.3974429535072251,0.5953,86.7
Zfp114,0.1948,0.3974429535072251,0.5953,0.8
Serinc2,0.1948,0.3974429535072251,0.5953,31.95
Hecw1,0.1948,0.3974429535072251,0.5953,96.3
Fam220a,0.1948,0.3974429535072251,0.5953,5.09
Clic4,0.1948,0.3974429535072251,0.5953,40.35
Acss1,0.1948,0.3974429535072251,0.5953,3.23
Rpap3,0.1948,0.3974429535072251,0.5953,30.92
Gm50107,0.1948,0.3974429535072251,0.5953,3.74
Kctd8,0.1948,0.3974429535072251,0.5953,37.8
Acsl4,0.1948,0.3974429535072251,0.5953,78.96
Gm16835,0.1948,0.3974429535072251,0.5953,2.12
Ppm1l,0.1948,0.3974429535072251,0.5953,85.63
Col5a1,0.1948,0.3974429535072251,0.5953,1.12
Pitrm1,0.1948,0.3974429535072251,0.5953,9.63
4930590J08Rik,0.1948,0.3974429535072251,0.5953,0.96
Tbc1d5,0.1948,0.3974429535072251,0.5953,23.2
Ecd,0.1948,0.3974429535072251,0.5953,18.75
Cyp26b1,0.1941,0.399093566433892,0.5976,0.5
Sox18,0.1938,0.40003400830177427,0.5985,0.95
Gm10115,0.1936,0.40050262129571507,0.5985,0.79
Jazf1,0.1935,0.40065858838070295,0.5985,3.51
Gm49975,0.1935,0.40075365991676837,0.5986,0.47
Eef1g,0.1935,0.40065858838070295,0.5985,478.41
Parp16,0.1935,0.40065858838070295,0.5985,3.17
Clptm1l,0.1935,0.40065858838070295,0.5985,59.94
Gm5617,0.1935,0.40065858838070295,0.5985,17.54
Ncald,0.1935,0.40065858838070295,0.5985,517.98
Sgms1os1,0.1935,0.40065858838070295,0.5985,5.54
Tor1aip1,0.1935,0.40065858838070295,0.5985,25.72
Nectin3,0.1935,0.40065858838070295,0.5985,32.06
Tmem44,0.1935,0.40065858838070295,0.5985,0.96
Ccbe1,0.1923,0.4035791174435866,0.6018,0.28
Gm44237,0.1922,0.40388852727689756,0.6018,1.3
2310058D17Rik,0.1922,0.40388852727689756,0.6018,2.65
Rab35,0.1922,0.40388852727689756,0.6018,62.35
Ebf4,0.1922,0.40388852727689756,0.6018,9.64
Erh,0.1922,0.40388852727689756,0.6018,27.65
Asb3,0.1922,0.40388852727689756,0.6018,20.07
