,GSE102443 geniculate (VII),GSE135801 geniculate (VII),GSE309608 vestibular (VIII),GSE232789 stellate,GSE232789 coeliac,GSE232789 lumbar chain,GSE231766 superior cervical,GSE231924 stellate,GSE232789 sphenopalatine,GSE330884 intrinsic cardiac,GSE232789 pelvic,"GSE263422 enteric submucosal, P24","GSE263422 enteric submucosal, P7"
Rad51d,,-0.793,-0.055,-0.27,0.039,0.074,0.252,0.621,-0.059,0.062,-0.073,0.171,0.275
Rad54l2,,0.765,0.104,0.089,-0.306,-0.053,-0.633,-0.175,0.214,0.229,0.104,0.255,0.132
Rad9a,,-0.525,0.243,0.176,-0.194,-0.356,-0.113,,0.096,-0.064,0.005,0.131,-0.846
Rap2b,,-0.104,-0.157,0.018,0.059,-0.216,-0.024,-0.142,0.102,-0.019,-0.101,-0.234,-0.326
Rara,,2.178,-0.102,-0.391,-0.548,0.085,-0.533,,-0.087,-0.254,-0.29,-0.149,-0.162
Rarg,,-1.01,0.168,-0.37,,,-0.773,-0.516,0.292,-0.028,0.466,-0.011,-0.314
Rasa3,,-3.439,-0.211,0.272,0.533,-0.876,-0.336,0.227,-0.095,0.008,0.196,0.068,-0.001
Rasl11b,,2.776,-0.083,-0.314,0.696,-0.164,0.118,0.706,,0.041,0.333,0.231,-0.383
Rbm12b2,,0.509,0.149,-0.791,0.513,-0.347,-0.792,-0.685,0.074,0.332,-0.196,0.392,
Rbm15,,0.974,-0.08,-0.126,-0.166,0.169,-0.229,-0.251,-0.029,0.039,-0.075,-0.103,-0.491
Rbm19,,1.971,-0.039,-0.011,-0.156,0.062,-0.279,,0.118,0.165,0.115,0.123,
Rbm45,,-0.049,-0.008,0.142,-0.101,0.386,-1.224,-0.024,-0.012,0.024,0.176,0.174,-0.084
Rbm48,,-0.049,-0.026,0.143,-0.335,-0.066,-1.095,0.261,-0.063,-0.038,0.004,-0.066,0.048
Rbp1,,-0.345,-0.416,-0.529,-0.931,-0.71,-0.65,,-0.076,-0.234,-0.033,-0.564,-0.109
Recql5,,-0.132,0.337,-0.259,-0.851,-0.11,-0.436,-0.368,-0.122,0.031,0.21,0.119,
Relb,,6.644,-0.148,0.339,1.074,0.385,-0.335,-0.43,-0.256,-0.082,-0.566,-0.114,-0.527
Rftn1,,0.232,,0.125,0.437,0.148,-0.191,0.089,0.002,0.108,-0.089,-0.441,-0.173
Rfwd3,,-0.174,0.14,0.191,-0.126,-0.29,-1.131,-1.199,0.046,0.048,0.199,0.026,-0.268
Rfx1,,0.541,0.167,0.393,-0.161,-0.028,0.334,0.217,0.03,0.389,0.079,0.066,-0.758
Rfx3,,-0.596,0.039,-0.044,-1.029,0.112,-0.29,0.513,0.252,0.215,-0.069,0.473,0.11
Rgcc,,-0.134,-0.327,-0.359,1.174,0.644,-0.287,0.352,-0.353,-0.068,0.545,-0.202,0.115
Rhbdd1,,-1.465,0.311,-0.081,0.324,0.544,0.177,,-0.06,0.119,0.186,0.176,
Rhno1,,1.11,-0.026,0.141,-0.459,-0.135,-0.146,0.019,-0.035,-0.031,0.11,-0.168,-0.015
Rhobtb1,,-0.228,0.074,-0.458,0.427,0.423,,,-0.025,0.413,-0.095,0.265,0.225
Rimklb,,-1.224,-0.2,-0.096,-0.278,0.194,,,-0.192,0.061,0.152,0.479,-0.134
Rmdn1,,0.328,0.062,-0.157,0.086,0.565,-0.369,-0.02,-0.124,-0.11,-0.127,-0.303,-0.101
Rmdn3,,-0.3,0.058,0.177,0.092,-0.179,0.104,0.122,-0.011,0.1,0.044,-0.011,-0.05
Rnf150,,0.189,0.152,0.201,0.054,0.157,0.322,0.205,-0.048,0.187,-0.163,0.485,-0.043
Rnf165,,1.266,0.09,0.114,0.165,-0.04,0.731,-0.222,0.023,0.173,0.087,-0.021,-0.419
Rnf169,,0.504,-0.008,-0.336,-0.039,-0.279,-1.739,-1.031,-0.038,0.147,0.096,0.02,
Rnpepl1,,-0.249,0.119,0.089,0.141,0.045,-1.191,0.423,0.095,0.128,-0.053,-0.056,-0.307
Rpap1,,-0.648,-0.022,0.127,-0.201,0.25,0.235,-0.555,0.171,0.125,-0.228,0.036,-0.038
Rpia,,0.142,0.073,0.09,-0.655,-0.109,0.725,-0.624,-0.124,0.033,-0.041,0.318,-0.336
Rpp25l,,0.285,-0.196,-0.124,-0.112,0.219,-0.076,-0.045,-0.002,-0.072,-0.219,-0.28,-0.101
Rps3a1,,0.018,-0.23,-0.035,-0.181,-0.059,-0.296,-0.327,-0.033,-0.144,-0.054,-0.416,-0.032
Rps6ka5,,1.273,-0.032,-0.106,-1.3,-0.546,-0.214,0.394,-0.064,-0.015,-0.282,-0.035,
Rrp12,,0.02,0.132,0.209,0.65,0.546,0.166,-2.604,0.168,0.192,0.167,0.145,0.019
Rsad1,,0.213,0.111,0.107,-0.154,-0.038,-0.411,,-0.006,0.204,-0.081,0.11,-0.899
Rtca,,-0.206,-0.058,-0.001,0.064,0.007,0.176,0.21,-0.005,-0.027,-0.004,0.238,0.093
Rxra,,-0.255,0.117,0.067,-0.241,-1.193,-0.719,,0.128,0.075,0.031,0.513,
Sall2,,0.82,0.173,0.11,-0.798,-0.124,-0.675,,-0.017,0.143,0.249,0.279,-0.196
Samd4,,1.291,-0.04,0.087,0.387,0.102,0.374,0.12,0.092,0.151,0.193,-0.014,0.247
Sash1,,-0.203,-0.32,0.279,1.296,-0.389,-0.379,0.08,-0.231,-0.03,-0.111,-0.349,-0.697
Saysd1,,0.324,-0.053,-0.064,-0.045,0.127,-0.31,0.505,-0.139,-0.06,0.056,-0.294,-0.127
Scn3a,,-0.953,-0.044,0.018,-0.019,0.085,0.789,0.129,0.131,0.186,0.022,-0.009,0.107
Scrib,,0.668,0.008,0.196,-0.105,0.028,-0.443,0.086,0.066,0.211,-0.253,-0.167,0.343
Scrt1,,0.278,0.441,0.061,-0.621,0.272,,,0.05,0.026,-0.07,-0.015,-0.165
Sde2,,0.092,-0.237,0.163,-0.214,0.134,0.193,-0.229,-0.096,0.021,-0.06,-0.108,0.039
Sec24d,,-1.757,0.061,0.257,0.209,0.324,-0.079,-0.035,0.126,0.141,0.121,0.011,-0.544
Sema4a,,-0.009,0.111,0.177,0.626,-0.458,0.044,0.323,0.341,0.232,-0.272,-0.086,
Sema4b,,-0.321,-0.069,-0.017,-0.515,0.091,0.267,0.129,0.007,0.111,0.088,0.285,-0.302
Sema4g,,-1.137,0.127,0.115,-0.062,0.22,0.192,-0.077,0.05,0.128,0.094,0.146,-0.124
Sema6c,,0.667,0.052,0.202,-0.33,-0.009,0.132,0.61,0.17,0.3,-0.116,-0.045,-0.107
Senp1,,0.107,0.08,-0.106,-0.264,0.059,0.47,0.146,0.282,0.031,0.054,0.22,-0.139
Serpinh1,,1.827,-0.357,-0.524,-0.364,-1.312,-1.189,-0.738,-0.352,-0.246,0.157,0.006,-0.457
Setbp1,,-0.153,0.143,0.125,-0.551,-0.201,,0.031,-0.328,0.263,0.38,0.66,0.085
Setd1a,,-0.401,0.136,0.096,-0.264,0.33,-0.193,0.591,0.153,0.061,0.047,0.177,-0.294
Setd1b,,0.06,-0.017,0.115,0.043,0.094,0.548,0.259,0.015,0.104,0.036,0.221,-0.007
Sez6l,,2.468,-0.05,-0.183,0.78,1.165,0.661,0.252,0.18,0.341,0.36,0.814,0.352
Sfxn5,,0.511,0.263,-0.034,-0.092,0.211,0.16,-0.169,-0.003,0.011,0.298,-0.001,
Sh2b3,,1.085,0.054,0.066,-0.493,0.634,-0.069,,0.195,0.18,0.016,0.015,-0.466
Sh3d19,,1.648,-0.256,-0.057,-0.032,-0.351,0.072,-0.65,-0.004,0.029,0.447,0.009,-0.388
Sh3pxd2a,,-0.772,0.048,0.143,-0.252,-0.125,0.302,-0.141,-0.068,0.234,0.139,0.139,-0.441
Sh3rf1,,1.423,-0.032,0.27,-1.038,-0.408,,,-0.012,-0.079,-0.228,-0.19,0.199
Shb,,0.265,0.074,-0.086,-0.086,-0.061,-0.156,0.217,0.094,0.05,0.159,0.582,-0.167
Shkbp1,,0.99,0.303,0.124,0.173,0.131,-0.298,-0.265,-0.236,0.111,-0.186,-0.006,-0.448
Sik1,,1.521,-0.522,-0.251,-0.18,-0.15,-0.047,,0.307,-0.054,-0.14,0.371,
Sik3,,-1.413,0.218,0.104,0.033,-0.12,-0.415,0.697,0.013,0.102,0.298,0.183,-0.047
Simc1,,0.016,0.07,-0.069,-0.593,-0.65,-0.026,,-0.17,0.209,0.107,-0.825,-1.179
Sipa1,,-0.39,-0.055,0.088,0.261,0.245,-0.594,-0.516,0.073,0.11,0.25,0.194,-0.423
Sipa1l2,,0.544,0.159,-0.05,0.335,0.369,-0.118,0.052,0.341,0.351,0.471,0.075,-0.116
Sipa1l3,,-1.043,0.182,-0.162,-0.68,-0.32,-0.899,-0.285,-0.136,0.212,0.019,0.281,0.42
Ska2,,-1.779,0.058,0.032,-0.789,-0.22,-1.878,,0.015,-0.097,-0.174,0.321,0.013
Skida1,,-2.597,0.041,0.213,0.056,-0.062,,,-0.365,-0.198,-0.032,0.087,-0.425
Slc12a9,,0.101,0.344,0.254,-0.3,0.346,0.154,-0.53,-0.093,0.269,-0.008,0.141,-0.262
Slc18b1,,-0.837,0.311,0.175,-0.062,0.331,0.366,,0.085,0.193,-0.291,-0.122,-0.167
Slc22a15,,1.056,-0.099,-0.128,-0.244,0.01,0.578,-0.384,-0.011,0.109,-0.025,-0.057,-0.733
Slc25a51,,-0.004,0.168,0.107,-0.041,0.111,0.344,-0.035,0.061,0.125,0.054,0.297,0.007
Slc25a53,,0.235,0.184,-0.215,-0.52,-0.115,-0.723,0.362,-0.109,-0.025,0.015,0.309,-0.19
Slc29a3,,0.506,0.393,0.291,-0.06,0.666,0.245,-0.757,0.024,0.244,0.007,0.207,
Slc2a13,,0.107,0.148,0.129,1.709,0.187,0.507,0.526,0.059,0.253,0.442,-0.26,0.335
Slc30a1,,-0.238,-0.062,0.067,0.073,0.578,-0.483,,-0.025,0.349,-0.004,0.368,
Slc30a7,,-0.992,0.061,0.048,0.598,0.411,-0.769,0.411,0.019,0.234,-0.065,0.086,0.127
Slc35e2,,-0.227,0.196,0.072,0.095,0.197,0.601,-0.952,-0.262,0.115,0.197,0.301,
Slc35f6,,0.286,0.353,0.01,-0.055,0.346,0.008,0.264,-0.022,0.076,0.01,0.152,-0.664
Slc35g2,,-0.057,0.042,-0.026,0.753,-0.296,0.612,0.001,-0.006,0.042,-0.215,0.338,0.27
Slc39a1,,0.22,-0.095,-0.151,-0.516,-0.391,-0.494,-0.267,-0.177,0.044,-0.108,0.01,-0.468
Slc39a14,,0.826,0.339,-0.032,0.297,0.224,-0.133,-2.061,0.161,0.17,0.149,0.507,
Slc41a1,,-1.608,-0.045,-0.191,-0.37,0.376,-0.246,,-0.076,0.047,-0.02,0.404,
Slc4a10,,-1.555,0.269,0.063,0.12,0.126,-0.166,-0.028,0.233,0.231,0.717,-0.087,
Slc52a2,,-0.375,0.162,0.178,-0.04,0.188,0.368,,0.022,0.072,0.026,-0.054,0.134
Slc6a8,,0.049,0.233,-0.157,-0.467,0.229,-0.066,0.257,-0.032,0.183,0.168,0.223,-0.047
Slc6a9,,-1.985,0.119,0.634,1.683,0.739,-0.973,,0.007,0.272,-0.216,0.136,-0.764
Slc8a1,,-0.842,0.127,-0.01,0.518,0.187,0.358,0.232,0.111,0.303,0.167,0.223,
Slc8a2,,-1.339,-0.292,0.049,-0.131,-0.222,,,0.124,0.256,0.254,0.235,-0.619
Slc9b2,,-3.281,,0.031,0.833,-0.199,0.572,-0.431,0.126,0.125,-0.174,-0.594,
Slirp,,-0.258,-0.153,-0.029,0.061,0.07,-0.09,0.056,-0.05,-0.161,-0.016,-0.308,0.017
Slit2,,-0.192,-0.168,0.177,-1.069,-0.207,-0.421,0.583,0.159,0.373,0.155,-0.276,-0.231
Smad7,,0.405,-0.159,-0.524,0.157,-0.553,0.092,0.073,-0.022,0.08,0.106,-0.144,-0.251
Smg8,,1.041,0.099,-0.076,-0.031,-0.522,0.37,,-0.207,0.161,0.028,0.056,-0.404
Smg9,,0.312,0.058,-0.203,0.23,0.142,-0.14,-0.69,-0.126,0.25,-0.003,0.143,-0.052
Smim11,,0.167,-0.119,-0.155,-0.386,-0.129,-0.155,0.088,-0.057,-0.156,-0.287,-0.428,-0.158
Smim12,,0.246,-0.029,-0.101,0.172,0.014,-0.021,-0.181,0.021,-0.058,0.022,-0.075,-0.136
Smim13,,0.597,0.091,0.088,0.213,0.102,0.497,0.186,0.088,-0.016,0.088,0.008,0.532
Smim14,,-0.523,-0.114,-0.044,-0.032,0.007,0.28,0.12,0.011,-0.051,-0.006,-0.095,-0.027
Smim15,,0.235,-0.062,0.026,0.369,-0.134,0.301,-0.316,-0.028,-0.092,-0.043,0.143,-0.282
Smim18,,-0.908,-0.089,0.061,0.555,0.168,,,0.036,-0.02,-0.202,-0.503,0.146
Smim4,,-0.005,-0.137,0.085,0.378,-0.083,-0.216,-0.012,0.004,-0.097,-0.078,-0.412,0.032
Smim7,,-0.205,-0.017,-0.038,-0.141,0.031,-0.193,0.016,0.007,-0.048,0.05,-0.06,0.132
Smim8,,-0.838,-0.16,-0.016,0.022,-0.04,0.182,-0.134,-0.156,-0.161,0.082,-0.194,0.189
Snta1,,0.059,0.025,-0.19,-0.891,-0.287,-0.245,-0.789,0.026,0.129,-0.181,0.008,-0.048
Snx30,,-0.845,0.011,0.061,0.19,0.239,0.767,-0.188,-0.043,0.147,-0.109,0.221,0.155
Snx8,,-0.455,0.1,-0.069,-0.022,-0.093,-0.141,-0.13,-0.035,0.16,-0.024,0.301,0.159
Socs7,,-0.627,0.072,0.053,-0.253,0.13,0.427,0.24,0.166,0.261,0.194,0.321,-0.538
Soga3,,-0.13,-0.067,0.033,-0.049,0.054,0.612,-0.104,-0.017,0.079,0.084,-0.009,-0.135
Sorcs1,,-0.668,0.172,-0.631,-0.774,-0.333,-0.187,-0.503,-0.132,0.167,0.4,0.812,-0.015
Sowahc,,-0.334,-0.019,0.11,-0.183,0.065,-0.207,,-0.077,0.084,0.272,0.103,-0.35
Sox12,,-0.311,0.168,0.016,-0.036,0.072,0.304,-0.1,0.05,-0.012,0.235,0.242,-0.189
Sp1,,0.115,0.135,0.082,-0.15,-0.338,-0.158,0.142,-0.193,0.321,0.047,0.194,
Sp2,,0.568,-0.024,-0.006,-0.355,-0.041,-0.347,,-0.194,0.033,0.111,0.057,0.06
Speg,,0.253,0.2,0.11,-0.299,-0.226,0.095,0.161,0.021,0.169,0.301,-0.038,0.421
Spen,,-0.105,-0.081,0.016,-0.527,0.014,0.48,0.079,-0.001,0.222,0.146,0.052,-0.088
Spg11,,0.346,0.244,0.226,0.018,-0.286,-0.678,-0.087,0.153,0.172,-0.045,-0.108,
Sppl2a,,-0.737,0.205,0.082,-0.597,0.137,0.26,-0.442,0.103,0.197,0.316,0.166,0.284
Sppl2b,,0.547,0.43,0.058,0.864,-0.091,0.42,0.219,0.185,0.22,0.111,-0.058,-0.301
Spry1,,1.333,-0.435,-0.014,0.429,0.423,-0.47,,0.068,0.194,0.249,-0.267,-0.501
Spryd7,,-0.087,-0.082,0.098,0.431,0.023,0.44,0.133,-0.055,-0.028,0.193,-0.057,-0.156
Sptan1,,0.075,0.191,0.09,0.105,0.097,0.235,-0.093,0.058,0.287,0.096,-0.041,-0.017
Sptb,,-0.067,0.072,-0.085,-0.727,-0.101,,,-0.513,0.259,-0.107,0.54,0.315
Sptbn1,,0.32,0.048,0.039,0.456,0.199,0.385,-0.026,0.085,0.239,0.098,0.069,0.057
Sptbn2,,0.251,0.183,-0.0,0.197,0.035,0.086,0.095,0.117,0.275,-0.051,0.158,-0.374
Sptbn4,,-0.635,0.295,0.083,0.746,0.118,-0.18,0.079,0.41,0.276,0.306,0.254,
Sptssa,,0.415,-0.146,-0.058,-0.062,-0.082,0.142,-0.191,0.028,-0.109,-0.058,-0.168,0.091
Srcin1,,-1.092,0.031,-0.025,0.377,0.217,0.574,0.006,-0.001,0.234,0.186,0.266,0.032
Srf,,-0.257,-0.116,,-0.142,-1.137,-0.608,-0.22,,0.144,-0.706,0.271,-1.213
Ssh3,,-0.14,0.296,-0.034,-0.323,-0.152,0.697,-0.209,0.227,0.178,-0.011,,-0.549
Sspn,,-2.652,-0.351,-0.037,-0.178,0.437,0.667,,-0.145,0.309,-0.449,0.033,-0.258
St3gal3,,0.366,0.301,-0.045,-0.113,0.023,-0.12,0.037,0.011,0.211,-0.073,0.313,0.457
Stard13,,-1.621,-0.413,,-1.291,-0.255,-0.19,-0.306,0.275,0.226,0.122,-0.332,
Stat5a,,-1.327,-0.278,0.11,1.069,0.639,-0.081,,-0.261,0.528,-0.032,0.364,-1.03
Stk32c,,1.331,-0.003,-0.017,0.877,0.229,0.035,0.417,0.009,0.046,-0.16,0.065,0.12
Strip1,,0.421,0.198,0.062,-0.233,0.361,-0.025,0.08,0.103,0.32,-0.018,0.297,-0.104
Suco,,1.124,0.123,0.067,-0.046,-0.02,0.418,-0.051,0.026,0.071,0.153,-0.044,0.041
Sun2,,-0.79,0.396,0.223,-0.335,-0.023,-1.325,0.299,0.024,0.167,-0.238,0.095,-0.005
Supt16,,0.231,0.012,0.012,-0.327,-0.113,0.118,-0.27,-0.12,0.044,-0.162,0.049,-0.158
Supt20,,1.533,0.06,0.041,-0.115,0.037,0.705,0.396,0.071,0.117,0.029,-0.067,0.146
Supt3,,-0.208,-0.018,-0.011,0.317,-0.336,0.049,-0.116,0.026,0.056,-0.047,0.125,0.076
Supt4a,,0.383,-0.168,-0.092,0.151,-0.025,0.135,-0.06,-0.03,-0.073,-0.092,-0.224,-0.1
Supt5,,0.054,-0.001,-0.045,-0.2,-0.087,-0.114,-0.056,-0.014,0.065,-0.02,-0.008,-0.077
Supt6,,0.787,0.007,-0.063,-0.174,-0.008,0.084,-0.081,0.13,0.136,0.068,0.048,-0.488
Susd5,,-0.21,,0.113,1.772,0.245,0.638,0.014,0.278,0.188,0.056,0.089,-0.164
Swsap1,,-0.594,0.079,-0.062,-0.342,-0.013,0.499,,0.119,-0.099,0.078,0.195,-0.078
Swt1,,-1.519,-0.026,-0.175,-0.188,-0.178,0.158,0.018,-0.067,0.048,0.054,-0.072,0.153
Syne2,,0.277,-0.099,-0.167,-0.769,-0.159,0.345,0.038,-0.073,0.136,0.115,0.419,0.169
Synpo,,-2.274,-0.071,0.208,0.665,-1.242,-0.052,,0.151,0.246,0.077,0.307,
Syt16,,0.05,-0.324,-0.022,0.432,-0.028,0.515,0.359,-0.057,0.151,0.009,-0.103,-0.128
Syt7,,0.189,0.194,-0.047,-0.036,0.201,0.491,-0.093,0.048,0.192,0.104,-0.117,0.159
Szrd1,,1.649,0.121,-0.147,-0.504,-0.02,-0.185,-0.435,0.146,0.115,-0.008,0.204,-0.229
Szt2,,1.404,0.306,0.378,-0.083,0.089,-0.025,0.397,-0.008,0.258,-0.144,-0.024,
Tab1,,-0.055,0.077,-0.032,0.382,-0.059,0.027,-0.482,-0.035,0.147,0.149,0.162,0.144
Taf8,,-0.128,0.042,0.11,0.37,0.35,-0.439,,-0.043,0.227,-0.184,0.286,-0.248
Tamm41,,-0.469,-0.12,-0.032,-0.143,-0.262,-0.784,,-0.161,-0.098,-0.01,0.037,-0.088
Tango2,,0.059,0.067,-0.031,0.515,-0.113,-0.099,0.177,0.08,0.023,0.112,-0.13,0.067
Tango6,,-1.599,0.087,-0.097,0.243,-0.229,,-0.228,-0.088,0.232,0.419,-0.064,
Tatdn2,,0.045,-0.001,0.061,-0.078,0.347,-1.228,0.425,-0.088,0.003,0.083,0.27,-0.057
Tbc1d10a,,-1.938,-0.128,-0.183,-0.572,-0.853,-0.428,-0.428,-0.388,-0.05,0.677,0.149,-0.118
Tbc1d24,,-1.682,0.099,-0.036,-0.336,0.471,0.555,0.16,-0.062,0.259,0.04,0.139,0.06
Tbkbp1,,-0.042,0.34,-0.062,0.484,0.149,-0.189,0.338,0.033,0.217,0.048,-0.013,0.171
Tcaim,,-1.729,-0.059,-0.418,-0.351,0.031,0.1,-0.231,0.342,-0.049,0.117,0.038,0.27
Tceanc2,,0.185,0.069,0.083,0.025,0.157,-0.837,-0.106,-0.027,-0.033,0.005,-0.074,0.143
Tcf3,,-0.668,0.068,-0.059,-0.274,-0.215,0.429,-0.39,0.003,0.164,0.025,0.171,-0.302
Tcf7l2,,-0.503,-0.614,-0.335,-2.457,-1.434,0.147,,-0.245,-0.109,-0.178,0.266,-0.008
Tead1,,0.448,-0.173,0.072,-0.63,-0.096,0.16,0.074,-0.116,0.116,0.043,0.248,-0.138
Tefm,,-0.263,-0.001,-0.125,-0.27,0.126,,,-0.22,-0.139,-0.247,-0.269,0.061
Telo2,,0.342,0.067,-0.09,-0.218,-0.102,-0.587,0.309,0.025,0.165,0.024,0.002,-0.059
Ten1,,0.603,-0.236,-0.06,0.025,-0.176,-0.006,-0.21,-0.061,-0.1,0.003,-0.236,0.041
Tenm1,,0.043,0.017,-0.071,1.748,0.791,0.975,-0.657,0.275,0.362,0.418,,
Tenm2,,-0.278,-0.007,0.077,1.367,0.277,0.504,0.328,0.082,0.103,0.432,,0.725
Tenm3,,-0.345,0.094,-0.036,-0.69,-0.104,0.406,0.268,0.178,0.11,0.169,-0.287,0.141
Tenm4,,-0.406,0.169,0.051,0.378,0.194,0.345,-0.051,0.118,0.376,0.41,,
Tet1,,-1.555,0.063,0.068,0.28,-0.118,,0.281,-0.012,0.202,0.252,0.087,0.133
Tet2,,-0.469,0.132,0.03,0.215,0.016,0.563,-0.274,-0.104,0.238,-0.009,0.255,-0.292
Tet3,,-1.006,0.027,0.057,-0.344,-0.055,0.454,0.096,-0.021,0.185,-0.057,0.081,-0.005
Tex30,,-0.342,-0.13,0.027,-0.444,-0.251,-0.155,,-0.007,-0.146,-0.195,-0.117,-0.054
Tfap4,,-2.007,-0.024,-0.019,-0.915,0.372,,,0.027,-0.038,0.088,0.335,-0.4
Tgfbr3,,0.429,-0.093,-0.049,1.432,-0.723,-0.421,-0.237,-0.072,0.111,0.276,0.307,
Thada,,1.616,0.066,-0.004,-0.009,-0.429,0.3,,-0.088,0.083,0.229,0.31,
Thap2,,-0.851,-0.095,-0.101,-0.014,-0.159,0.518,0.304,0.086,-0.059,-0.04,-0.025,0.232
Them6,,-1.094,0.246,0.254,1.952,1.133,0.427,-0.318,0.157,0.027,0.072,0.247,0.154
Timm10b,,-0.013,-0.089,-0.033,0.348,0.204,-0.163,-0.845,-0.043,-0.112,-0.009,-0.403,-0.064
Timm21,,2.043,-0.094,-0.037,-0.689,-0.178,0.329,,-0.11,-0.074,-0.177,-0.183,-0.181
Timmdc1,,0.282,0.002,0.14,-0.336,0.419,-0.424,0.024,-0.093,-0.049,-0.124,-0.01,-0.028
Tjp1,,-0.929,0.121,-0.164,-0.553,-0.257,-0.194,-0.051,0.061,0.015,-0.144,0.221,0.005
Tma16,,-0.203,-0.085,0.08,-0.165,-0.183,0.033,0.118,0.048,-0.128,0.069,0.109,-0.172
Tma7,,-0.092,-0.06,0.005,0.044,0.031,-0.105,0.086,0.05,-0.118,0.059,-0.17,0.055
Tmcc3,,0.661,-0.341,-0.026,0.778,0.063,0.509,-0.058,0.005,0.115,0.292,0.288,-0.145
Tmem121,,0.426,0.009,0.051,0.144,-0.004,-0.091,-0.275,0.095,-0.026,-0.011,0.079,-0.187
Tmem132a,,-0.066,0.146,-0.076,-0.553,0.126,-0.087,-0.786,-0.149,0.163,0.033,0.175,-0.129
Tmem132c,,-1.798,1.032,0.095,0.164,-0.213,0.751,-0.423,-0.277,0.27,0.42,0.893,0.24
Tmem143,,-1.39,0.171,0.406,-0.255,0.972,-0.935,-0.602,0.05,0.072,0.178,0.198,0.107
Tmem201,,-0.098,0.122,0.017,-0.428,0.318,0.425,0.313,0.06,0.251,0.174,0.178,-0.096
Tmem230,,-0.764,0.025,-0.032,-0.218,0.034,0.229,-0.081,-0.022,-0.072,-0.034,0.038,0.112
Tmem234,,-0.3,-0.037,0.004,0.073,-0.019,0.131,-0.168,-0.027,-0.093,-0.011,-0.053,-0.035
Tmem237,,0.165,0.09,-0.049,-0.184,-0.046,0.47,0.008,-0.119,0.049,0.099,-0.054,-0.098
Tmem238,,0.004,0.043,0.105,0.179,0.142,-0.709,,0.193,-0.027,0.022,0.081,0.167
Tmem242,,0.183,-0.103,-0.034,0.124,-0.105,-0.159,-0.175,0.054,-0.123,0.055,-0.237,-0.06
Tmem243,,-0.281,0.022,0.01,-0.207,0.407,-0.188,-0.106,-0.129,0.025,-0.117,0.021,-0.188
Tmem245,,1.248,0.129,0.012,-0.033,0.202,0.496,-0.104,0.058,0.303,0.037,0.186,0.02
Tmem246,,0.461,0.171,-0.049,0.591,-0.095,,-0.2,0.083,0.081,-0.07,-0.065,0.098
Tmem248,,-0.435,0.175,-0.037,-0.009,0.214,0.282,-0.132,-0.044,0.139,0.063,0.194,0.115
Tmem251,,0.295,-0.09,0.012,0.43,-0.017,-0.325,0.312,0.05,-0.108,-0.004,0.074,-0.409
Tmem255a,,0.509,0.467,-0.039,0.71,0.519,0.532,,0.025,0.147,0.74,0.61,0.45
Tmem256,,-0.447,-0.186,-0.033,0.272,0.059,-0.279,-0.125,-0.016,-0.138,0.07,-0.443,0.055
Tmem258,,-0.057,0.022,0.009,-0.117,-0.075,-0.311,-0.344,-0.045,-0.129,-0.118,-0.436,-0.068
Tmem259,,0.492,0.304,0.059,0.25,0.154,0.146,0.008,0.13,0.417,0.13,0.132,0.139
Tmem39b,,0.536,0.2,-0.063,0.278,-0.307,-0.35,0.79,-0.174,0.283,-0.125,0.047,-0.482
Tmtc2,,0.247,0.146,0.28,0.571,0.401,0.197,-0.749,0.449,0.337,0.009,0.126,-0.25
Tnrc18,,0.08,-0.063,-0.144,-0.301,0.258,0.929,0.03,-0.134,0.178,0.232,0.163,-0.052
Tns3,,-1.78,-0.116,-0.289,,,-0.56,-0.702,-0.213,0.05,-0.282,0.576,0.256
Tpcn1,,-0.446,0.407,0.075,0.504,1.144,-0.981,0.194,0.01,0.253,0.129,-0.305,-0.0
Tpgs1,,-0.231,-0.11,-0.009,0.277,0.042,-0.005,-0.527,-0.108,-0.032,-0.106,-0.043,0.027
Tpgs2,,0.17,0.064,-0.045,0.184,0.153,0.275,-0.166,-0.015,-0.044,0.017,0.054,0.052
Tprn,,-0.147,-0.057,0.137,0.539,-0.668,0.382,,-0.228,0.133,0.303,,-1.756
Traf6,,-0.153,0.168,0.065,-0.751,-0.374,0.397,,-0.285,-0.02,0.205,0.402,
Trappc11,,-0.172,0.094,0.19,-0.247,-0.099,0.197,-0.105,0.106,0.0,0.102,0.224,-0.229
Trappc12,,-0.494,0.135,-0.207,-0.222,-0.21,0.247,0.394,-0.04,0.196,0.094,0.281,-0.126
Trappc13,,-0.124,0.056,0.111,-0.418,0.068,0.244,0.005,-0.166,-0.023,0.069,0.022,-0.294
Tril,,-0.247,,0.029,0.256,-0.059,0.661,-0.173,-0.007,0.299,0.112,0.512,-0.106
Trim45,,-0.296,0.007,-0.263,0.429,-0.269,0.267,,0.076,-0.116,0.072,-0.027,
Trim56,,0.746,-0.31,-0.253,0.735,0.162,0.103,0.264,0.217,0.269,0.023,0.264,-0.192
Trim59,,-0.575,0.12,-0.289,-0.522,-0.385,,,-0.273,0.132,0.003,-0.278,-0.495
Triobp,,-0.168,-0.031,-0.102,-0.523,-0.237,-0.127,,0.043,-0.087,-0.259,-0.185,-0.198
Triqk,,-1.542,-0.049,-0.06,0.223,-0.507,0.256,,-0.297,-0.054,0.198,-0.257,-0.149
Trmt10a,,-0.987,-0.003,0.167,0.153,-0.46,0.419,0.505,0.011,-0.102,-0.107,-0.051,-0.185
